TourID,ClientID,Hotel rating,Beach rating,Transportation rating,Overall,Recommendation
299,571,3.4,2.9,2.3,3.3,1
301,28,0.1,0.8,1.0,0.6,0
300,117,2.1,2.2,4.6,3.4,1
300,122,2.8,3.7,4.0,3.9,1
302,876,2.7,1.7,3.1,2.9,1
300,123,2.7,3.2,4.1,3.5,1
302,878,2.7,1.7,1.1,1.9,0
300,125,2.6,2.5,0.2,2.0,0
302,879,3.9,4.1,4.8,3.8,1
299,910,2.2,1.5,0.8,1.9,0
304,979,1.7,1.3,0.4,1.3,1
299,911,2.0,1.2,1.7,1.7,1
301,108,1.0,1.8,4.1,2.0,0
299,912,2.8,2.9,2.4,2.5,0
303,409,1.2,0.9,4.3,2.3,0
301,35,1.0,0.6,1.4,1.1,0
300,124,1.3,1.7,0.7,0.9,0
303,387,0.9,0.0,4.4,1.7,0
300,128,2.5,3.3,2.6,3.2,1
302,880,2.7,2.8,2.6,3.1,1
300,127,2.3,2.6,3.4,3.0,1
302,881,2.5,1.6,5.0,3.0,1
302,883,2.6,2.8,1.5,2.1,0
305,494,4.8,5.0,0.4,3.2,1
305,493,3.3,3.8,1.9,3.4,1
305,495,3.2,3.5,0.4,2.8,1
304,958,1.3,0.9,4.5,1.9,0
304,639,2.8,2.1,4.9,3.3,1
304,980,2.2,1.6,3.2,2.7,1
303,411,1.6,2.6,3.1,1.9,0
303,412,1.8,2.3,3.9,2.9,1
301,109,1.5,0.9,0.4,0.8,0
302,545,3.0,3.2,1.6,3.0,1
305,488,4.2,4.6,4.5,4.2,1
304,981,1.1,0.4,3.4,1.2,0
304,982,2.5,3.3,0.8,2.4,0
306,613,1.5,0.8,3.8,1.8,0
303,413,1.2,0.5,0.2,0.9,0
306,587,0.3,0.0,3.1,1.1,0
305,496,3.9,3.5,1.2,3.1,1
305,497,4.1,4.8,3.6,4.4,1
306,615,0.6,1.1,1.0,1.2,0
306,582,0.1,0.0,2.1,0.8,0
306,574,1.0,0.7,3.0,2.0,0
307,216,1.0,1.5,4.6,2.6,1
307,217,2.0,2.4,0.9,2.2,0
308,336,4.4,3.5,3.3,3.8,1
308,337,3.5,3.6,4.1,3.8,1
306,617,0.1,0.4,1.9,1.1,0
307,81,0.9,1.8,3.3,1.8,0
307,219,1.8,1.9,1.0,1.2,0
308,339,3.3,2.8,1.4,2.3,0
308,340,3.3,3.1,1.5,2.8,1
308,342,4.2,3.2,0.9,2.6,1
308,293,4.7,4.6,1.7,3.2,1
307,220,2.0,2.5,4.8,3.1,1
309,86,5.0,5.0,3.1,4.6,1
309,82,4.5,4.9,2.7,4.4,1
307,221,1.7,2.4,5.0,3.1,1
310,702,3.9,3.2,2.1,2.8,1
307,222,1.3,1.5,2.8,2.3,0
307,223,1.5,1.0,0.1,1.3,1
48,505,1.7,1.4,0.2,0.9,0
48,506,1.4,0.6,1.9,1.4,0
309,210,5.0,5.0,0.4,3.9,1
309,211,4.9,5.0,2.0,3.9,1
311,376,2.1,1.5,4.5,2.3,0
310,710,3.3,2.7,4.6,3.3,1
310,713,4.7,5.0,0.3,3.1,1
307,224,0.6,0.0,0.4,0.3,0
310,714,4.3,4.3,4.0,4.6,1
312,232,2.1,2.1,4.5,3.4,1
310,546,4.1,3.3,1.1,2.7,1
48,507,1.4,1.8,4.0,2.7,1
48,508,1.9,2.2,1.3,2.0,0
309,212,5.0,4.8,4.2,4.8,1
313,879,2.6,2.3,1.6,2.1,0
309,213,4.8,3.9,2.5,3.9,1
313,880,2.2,1.7,2.2,2.2,0
313,881,1.2,1.3,2.0,1.5,1
314,717,0.7,0.0,2.0,1.1,0
311,378,4.0,4.7,3.0,3.5,1
311,377,2.0,2.0,0.8,1.7,0
311,379,2.3,2.1,1.5,1.9,0
315,509,5.0,4.5,1.3,4.1,1
312,233,1.6,2.2,0.2,1.5,0
48,509,2.8,2.5,1.8,1.9,0
310,716,4.8,5.0,3.7,4.4,1
312,234,1.5,2.0,3.7,2.4,0
312,236,2.4,3.0,0.3,2.3,0
309,214,5.0,5.0,2.9,4.7,1
313,883,1.2,2.2,1.1,2.0,0
309,215,5.0,4.1,1.1,3.2,1
313,545,1.3,1.3,1.7,1.3,0
309,216,5.0,4.4,1.0,3.6,1
314,718,1.1,1.6,1.2,1.4,0
311,381,2.6,2.7,1.3,2.2,0
311,383,2.5,2.5,3.1,2.6,1
311,382,2.2,1.3,0.5,1.6,1
311,384,3.9,4.3,2.8,4.0,1
312,237,2.4,2.6,2.8,2.3,0
314,719,1.8,1.1,3.9,2.7,1
314,720,1.4,1.1,0.1,0.4,0
313,884,1.2,0.8,2.0,1.6,0
313,575,1.5,0.6,4.5,2.3,1
313,882,2.2,2.6,3.0,2.6,1
309,217,4.5,5.0,0.7,3.8,1
249,166,4.4,4.8,2.9,4.5,1
249,165,4.0,4.1,3.3,3.5,1
314,722,0.7,0.1,1.0,0.4,1
249,261,4.8,4.8,4.0,4.7,1
314,344,1.7,1.2,1.6,1.8,0
315,510,4.2,4.2,4.2,4.4,0
314,483,1.9,2.6,2.5,2.7,1
315,511,3.6,4.5,2.6,3.3,1
314,521,0.2,0.2,1.1,1.0,0
315,512,3.8,4.7,2.6,3.4,1
315,513,3.4,2.5,1.5,2.3,0
249,262,3.5,3.5,1.0,2.7,0
249,263,4.9,4.2,3.9,4.0,0
249,264,3.6,2.7,0.2,1.9,0
249,163,4.6,4.9,1.2,3.6,1
48,510,1.3,1.2,2.3,1.2,0
48,511,1.2,1.5,3.9,2.3,0
249,162,3.1,3.6,2.8,3.5,1
48,512,1.2,0.7,3.4,2.0,0
48,513,2.5,1.6,0.8,1.3,1
318,637,1.8,1.2,1.2,1.3,0
318,638,1.1,0.7,4.4,2.5,1
318,330,1.2,0.7,1.4,1.1,0
318,640,2.8,2.3,2.6,2.8,1
318,641,1.2,2.2,2.4,2.4,0
319,453,4.0,4.3,2.6,3.7,1
317,841,0.1,0.1,3.9,1.0,0
317,804,0.4,0.2,3.7,1.8,0
320,347,4.0,4.2,4.4,4.5,1
320,348,4.3,4.7,4.8,4.2,1
320,68,4.6,3.9,2.2,3.5,1
320,349,3.7,2.8,4.1,3.4,1
321,50,0.4,0.6,0.7,0.1,0
321,51,1.0,1.8,0.0,1.2,0
319,454,3.5,3.9,2.3,3.5,1
319,452,3.6,3.9,1.4,2.7,1
319,456,2.3,1.6,3.3,2.4,0
317,843,0.5,1.3,2.5,1.0,0
322,388,1.2,0.8,0.5,1.2,0
322,386,0.4,0.0,1.7,0.6,0
320,350,4.4,5.0,0.4,3.8,1
320,353,4.0,4.1,4.0,4.3,1
320,354,3.8,3.5,3.4,4.0,1
320,355,3.7,3.6,1.4,2.9,1
321,52,2.0,2.5,3.4,3.0,1
317,845,1.0,1.7,3.7,2.5,0
319,455,3.0,3.9,1.6,2.8,1
319,457,3.4,2.9,3.4,3.7,0
319,316,2.9,2.7,4.4,2.9,1
319,458,2.5,1.7,1.9,2.4,0
322,389,1.1,1.3,3.0,1.5,0
322,390,1.8,1.9,1.7,1.9,0
322,391,0.1,1.0,2.6,1.2,0
322,392,1.0,1.1,3.5,1.5,0
323,591,1.9,1.4,0.8,1.4,0
321,53,0.0,0.0,3.0,1.2,0
323,592,2.5,3.2,1.5,2.8,1
324,378,3.0,2.6,2.2,2.6,1
325,470,1.5,1.4,2.1,2.0,0
317,739,0.3,0.0,2.6,1.0,0
324,377,1.7,1.3,4.0,2.3,0
325,472,0.5,0.4,0.3,0.7,0
325,473,0.7,1.7,1.2,1.5,0
322,393,1.7,0.9,1.2,0.9,0
322,395,0.2,0.6,4.9,1.9,0
322,394,0.2,1.1,1.9,0.8,0
321,54,0.0,0.0,3.6,1.4,0
323,593,1.5,1.0,4.8,2.0,0
323,594,2.0,2.2,0.7,1.5,0
323,595,2.3,1.3,2.6,2.3,0
323,596,1.2,1.8,1.1,1.4,1
317,846,0.3,0.0,4.0,1.0,0
325,476,1.7,1.5,0.1,1.1,0
325,475,1.4,1.8,3.0,1.6,0
324,379,1.0,0.7,0.8,1.1,0
325,474,1.3,2.0,2.3,2.0,0
324,381,1.5,2.2,4.0,2.7,1
325,477,0.8,0.1,4.4,1.4,0
324,383,2.3,3.2,4.2,3.4,1
324,382,2.6,1.9,4.8,3.1,1
323,597,2.0,1.9,4.6,2.7,1
321,56,0.9,0.6,1.0,0.8,0
323,598,1.7,1.8,0.3,1.6,1
321,55,1.5,2.5,4.1,2.6,1
323,599,1.7,1.9,2.0,2.2,0
321,58,0.9,1.4,0.1,0.9,0
317,847,2.0,2.9,3.8,3.0,1
317,844,1.1,0.6,2.2,0.8,0
317,842,0.9,0.7,1.9,0.9,0
317,837,0.4,0.9,3.2,1.8,0
324,384,2.2,2.6,0.7,1.6,0
324,385,2.9,2.0,0.0,1.9,1
324,388,1.2,1.1,0.3,1.1,0
326,280,1.6,1.3,3.8,2.3,0
326,302,2.3,1.7,2.4,2.4,0
326,301,2.3,3.3,2.6,3.0,1
326,303,1.1,1.8,3.9,2.1,0
326,304,1.4,2.0,0.3,1.2,0
326,276,1.8,2.1,3.4,2.6,1
327,326,1.1,1.2,2.9,1.6,1
327,151,0.6,1.4,0.7,0.9,0
327,332,1.8,1.7,3.9,2.1,0
326,305,2.4,1.7,0.6,1.3,1
327,333,1.6,0.7,2.0,1.2,0
326,275,1.3,1.7,2.3,1.6,0
326,306,2.5,3.3,2.0,2.8,1
326,308,1.9,1.4,3.3,2.4,0
327,334,0.4,0.4,4.1,2.0,0
328,987,3.1,3.1,0.6,2.7,1
327,335,1.9,2.2,1.6,2.0,0
327,336,0.2,0.0,0.8,0.5,0
329,866,3.4,3.4,2.3,3.2,1
329,868,3.7,4.3,3.9,3.6,1
327,337,0.1,1.0,2.2,0.8,1
327,339,0.7,0.4,3.5,2.0,0
327,340,1.0,1.3,2.9,1.4,0
328,992,3.2,3.2,1.0,2.0,0
328,991,3.8,4.0,1.5,3.5,1
328,994,4.2,3.5,0.8,2.9,1
328,993,3.6,2.6,4.6,3.6,1
329,867,2.3,2.0,2.1,2.1,0
330,710,4.3,5.0,1.2,3.8,0
329,869,3.7,4.2,1.3,2.9,1
331,968,2.0,1.6,4.7,2.8,1
332,713,0.0,0.2,1.3,0.1,0
333,615,0.8,1.2,3.2,1.6,0
332,714,0.0,0.8,2.3,1.3,0
333,582,1.9,2.7,2.1,2.5,1
333,574,1.3,1.0,4.0,2.3,0
333,617,0.1,0.5,4.8,1.4,0
334,55,4.7,4.9,0.4,3.1,0
329,870,2.4,2.0,3.7,2.9,1
330,713,3.5,2.6,2.4,2.9,1
330,714,3.9,3.6,4.9,4.3,1
330,546,3.9,4.0,1.8,3.1,1
328,995,3.0,2.4,3.9,3.5,1
328,996,5.0,4.8,2.3,4.0,1
328,997,4.1,3.7,4.2,4.0,1
331,970,2.9,2.0,0.7,2.3,0
331,969,2.7,3.5,1.5,2.2,0
332,546,1.1,0.7,1.2,0.8,0
331,971,2.2,1.8,3.1,2.5,0
332,716,0.3,0.0,2.8,0.6,0
333,619,2.0,1.7,0.7,1.4,0
332,717,1.0,1.9,2.3,1.6,0
333,612,1.0,1.0,1.0,1.3,0
329,871,2.0,1.9,1.7,2.1,0
334,58,4.2,5.0,4.0,3.9,1
329,872,3.5,3.1,3.4,3.7,1
329,572,3.4,3.4,4.8,3.6,1
330,716,4.8,4.7,3.2,4.4,1
331,972,2.7,2.6,4.3,3.4,1
331,973,1.3,2.0,3.4,2.0,0
333,611,0.1,0.0,4.5,1.8,0
331,975,1.2,0.7,2.2,1.1,1
332,718,1.4,1.1,3.5,2.2,1
333,621,0.8,1.7,4.5,2.6,1
331,976,1.0,1.1,3.7,1.9,0
329,874,3.5,4.4,2.9,3.3,1
334,57,4.4,3.9,3.2,3.8,1
330,717,3.9,2.9,3.5,3.3,1
329,873,3.3,3.5,2.5,3.5,1
334,59,4.5,5.0,2.2,3.5,1
334,60,4.4,3.4,3.0,4.1,1
334,61,5.0,4.6,0.4,3.4,0
335,990,1.4,0.9,4.3,1.9,0
332,719,1.1,2.0,2.2,1.6,0
332,720,1.4,1.8,3.7,2.3,0
330,718,4.0,3.4,3.5,4.1,1
330,719,3.8,3.4,3.8,4.0,1
19,3,1.3,2.1,0.4,1.3,1
19,12,1.7,0.7,4.3,2.5,1
316,577,0.6,0.1,0.7,0.7,0
316,578,0.6,1.6,2.6,2.1,0
19,23,0.6,0.9,1.0,0.3,0
316,579,0.3,0.0,0.4,0.0,0
2,47,1.4,1.0,0.1,1.1,0
316,580,1.2,2.1,0.6,1.3,0
19,158,0.6,1.4,0.6,0.7,1
19,160,1.2,1.3,1.5,1.6,1
6,969,4.3,3.8,3.6,3.9,1
2,50,1.4,1.7,2.1,1.4,0
2,51,0.2,0.9,1.0,0.6,0
2,52,1.2,2.0,3.4,1.8,0
19,103,0.8,1.8,4.3,2.3,0
6,971,4.3,5.0,4.1,4.5,1
6,972,4.8,5.0,0.5,3.8,1
316,581,0.8,1.0,3.2,1.7,0
316,328,1.2,1.8,3.7,2.6,1
316,583,0.4,1.0,2.4,0.9,0
316,584,1.3,0.5,1.3,1.1,0
41,956,3.0,3.8,4.5,3.4,0
41,634,3.1,2.8,3.9,2.8,1
41,953,3.5,3.1,1.7,2.5,1
19,161,0.6,0.1,4.2,1.3,0
2,53,1.4,1.6,1.6,1.5,0
6,973,3.2,3.0,1.2,2.3,0
19,164,0.4,0.2,1.3,1.0,0
2,54,0.4,1.4,4.7,1.8,0
6,975,3.6,4.6,1.8,3.4,1
19,102,1.0,1.4,3.1,1.5,0
2,56,0.5,0.0,2.8,1.3,0
2,55,1.1,1.7,2.5,1.4,0
19,101,1.0,0.7,1.5,1.3,0
41,955,4.1,4.1,4.7,3.9,1
337,208,1.8,1.8,3.4,2.0,0
337,324,1.2,0.5,0.3,0.5,0
338,6,2.4,2.5,4.5,3.2,1
41,960,4.0,4.7,4.4,4.6,1
41,962,3.2,2.3,1.3,2.7,1
246,163,2.4,2.7,2.5,2.7,1
246,162,1.7,2.6,1.2,2.2,0
337,441,0.5,0.9,3.6,2.1,0
337,440,0.6,0.0,1.7,0.3,0
337,288,1.0,1.0,2.4,1.7,0
246,159,2.4,2.7,1.6,1.7,0
246,268,1.4,1.2,0.4,1.0,0
246,267,1.6,0.7,2.3,1.1,0
337,296,0.4,0.7,2.1,1.4,1
337,315,0.4,0.9,2.4,1.0,0
337,446,0.0,0.0,2.2,0.6,0
341,279,0.7,0.9,4.2,1.7,0
337,444,1.4,1.2,3.6,2.4,0
341,287,0.2,0.1,1.9,0.4,0
340,727,1.7,1.5,4.9,2.4,0
340,728,0.6,0.0,4.3,2.0,0
340,703,1.5,1.1,0.6,0.9,1
28,683,2.4,1.7,1.0,1.3,0
342,639,4.2,4.7,1.8,3.4,1
342,980,4.8,4.3,4.1,4.2,0
340,730,1.0,1.0,1.0,1.1,0
340,724,0.6,1.2,4.3,2.1,0
340,732,1.8,2.3,0.9,1.9,1
341,289,0.4,0.0,3.2,1.6,0
340,733,0.4,0.0,4.7,2.1,0
341,290,0.9,0.8,1.5,1.4,0
343,345,4.9,5.0,2.6,4.1,1
28,684,1.9,2.1,1.3,2.0,0
28,418,2.0,1.3,4.9,2.9,1
342,981,3.4,2.8,3.2,3.4,1
340,735,0.4,0.0,4.2,1.1,0
340,723,1.2,0.9,3.0,1.8,0
343,346,4.8,5.0,1.4,3.5,1
340,736,1.2,0.3,2.9,1.9,0
28,368,2.3,3.1,3.4,2.5,0
342,982,4.8,5.0,4.6,4.9,0
28,405,2.6,2.9,3.6,2.8,1
342,983,3.2,3.3,4.9,3.7,1
342,978,3.9,4.7,2.8,4.0,0
28,369,1.8,1.7,1.6,1.7,0
28,686,1.4,1.0,1.8,1.9,0
342,984,4.5,4.0,2.2,3.6,0
343,347,3.3,2.6,4.4,3.4,1
343,348,4.0,4.6,0.6,3.5,1
342,985,4.0,3.6,0.7,2.3,0
342,988,4.2,3.2,0.0,2.7,1
344,407,0.4,0.0,4.1,1.7,0
337,445,1.0,0.8,4.6,1.6,0
338,92,2.8,2.0,0.7,2.0,0
338,93,3.0,2.7,4.6,3.4,1
343,68,4.8,5.0,2.4,4.3,1
343,349,4.8,5.0,0.5,3.7,1
343,350,3.8,4.5,2.5,4.0,1
343,353,4.6,5.0,1.7,4.3,1
344,403,0.6,0.2,4.3,2.1,0
344,398,0.2,0.1,0.3,0.0,0
338,95,2.5,2.6,2.8,2.3,0
338,96,1.1,0.5,0.9,0.6,0
338,98,1.8,2.0,0.0,1.4,0
344,397,0.5,0.0,3.8,1.3,0
344,409,1.5,0.6,4.9,2.7,1
344,387,0.7,0.0,4.0,1.1,0
344,411,2.0,1.5,3.6,2.3,0
345,489,3.4,4.0,3.6,3.9,1
345,490,3.9,4.1,3.3,3.4,1
346,380,4.9,5.0,4.4,4.7,1
345,491,3.6,4.1,4.1,3.6,1
345,487,3.9,3.2,4.2,4.1,1
347,921,1.9,2.0,0.7,1.8,0
347,922,1.5,0.8,0.5,0.4,0
346,422,4.5,5.0,4.2,4.4,1
348,349,2.9,3.8,4.3,4.1,1
345,494,3.3,4.2,4.1,3.5,1
345,493,3.4,2.7,4.6,4.0,1
347,923,0.0,0.6,0.5,0.6,0
347,924,1.0,1.5,4.2,1.8,0
347,926,0.5,0.7,2.6,1.5,0
346,423,4.8,5.0,1.6,3.8,1
349,350,4.7,5.0,1.1,3.7,1
348,350,2.2,1.4,2.7,2.3,0
347,925,0.4,0.0,1.3,0.7,0
350,661,2.1,1.4,4.1,2.8,1
350,663,2.8,3.5,1.1,2.8,1
350,662,3.4,2.5,1.5,2.4,0
346,424,4.5,4.6,0.1,3.5,1
346,425,5.0,4.0,2.8,3.7,1
348,353,2.1,2.7,0.4,1.4,0
349,353,5.0,5.0,1.4,3.3,1
346,356,4.9,4.7,3.6,4.8,1
349,354,4.3,4.2,3.9,3.9,1
349,355,5.0,4.4,3.9,4.3,1
351,94,3.0,3.4,0.7,2.3,0
351,85,2.8,1.8,4.0,3.0,1
352,761,3.0,3.9,4.4,4.0,0
352,760,4.8,5.0,4.4,4.9,1
350,664,2.6,1.6,3.0,2.6,1
350,665,2.6,3.3,3.8,3.5,1
353,22,5.0,4.7,3.1,4.0,1
353,6,5.0,5.0,0.3,3.6,1
353,92,4.2,4.9,3.8,4.1,1
353,93,5.0,5.0,2.6,3.9,1
348,354,3.1,2.4,0.2,2.3,0
349,351,4.6,5.0,1.6,3.4,1
348,355,3.5,3.0,1.6,3.2,1
352,762,3.5,3.8,2.7,3.0,1
352,544,4.2,3.3,0.0,2.6,1
352,764,3.7,3.4,0.6,2.6,1
351,91,3.3,3.6,1.5,2.7,1
351,87,3.4,4.1,3.7,3.3,1
350,666,2.8,2.3,3.2,2.7,1
350,667,3.5,4.0,1.4,2.8,1
350,668,2.7,3.1,1.9,2.9,1
350,669,2.1,1.9,3.1,2.6,1
353,95,5.0,4.1,4.1,4.0,1
348,351,2.6,2.7,2.1,2.0,0
348,300,3.9,3.9,4.0,3.7,1
351,167,2.7,2.1,2.8,3.0,1
351,169,2.7,2.5,3.4,2.9,1
353,96,5.0,5.0,1.6,4.3,1
353,98,4.1,4.3,0.5,3.4,1
351,168,3.6,3.6,1.6,2.5,0
351,171,2.8,3.8,3.9,3.6,1
351,172,2.8,2.7,2.5,2.3,0
354,168,2.8,2.6,4.8,3.2,1
354,171,3.1,2.6,0.9,2.5,0
354,172,2.4,2.6,0.8,1.9,0
354,173,3.7,3.8,1.0,3.2,1
354,170,3.9,3.8,0.8,2.4,0
354,11,2.4,2.3,4.9,3.0,1
355,159,1.0,1.8,0.6,1.0,0
355,268,0.8,0.1,1.6,1.3,0
355,267,1.8,1.7,4.5,2.3,0
356,758,1.1,0.2,4.7,1.9,0
355,269,1.7,2.7,0.7,1.8,0
355,271,1.8,2.1,4.2,3.0,1
355,270,2.0,2.7,1.3,2.2,0
355,274,0.2,0.0,3.4,1.6,0
357,869,3.0,3.6,3.8,3.6,1
356,783,1.9,2.5,0.9,1.7,0
358,702,3.4,2.4,2.3,2.9,1
356,746,1.3,1.4,1.5,1.9,1
355,273,1.7,2.5,1.1,1.3,0
359,636,1.0,1.1,3.0,2.0,0
359,637,0.8,0.0,2.5,0.7,0
360,98,3.1,4.1,2.2,3.2,1
357,870,2.5,2.6,2.0,2.0,0
357,871,2.2,1.4,2.7,1.7,0
357,872,3.0,3.8,0.6,2.8,1
358,710,2.5,3.5,1.2,2.5,0
356,784,1.9,1.8,1.8,1.5,0
358,713,2.9,3.3,4.0,2.9,1
358,714,2.5,3.4,3.0,2.9,0
358,546,2.7,2.0,1.9,1.8,0
359,638,1.1,1.1,3.2,1.6,0
360,97,4.2,3.6,2.0,3.3,1
357,572,2.5,2.9,0.3,2.3,0
359,330,0.2,0.0,3.7,1.1,0
357,874,3.0,3.6,4.3,3.6,1
357,873,2.2,2.2,1.2,1.4,0
356,786,1.9,1.2,0.2,0.9,0
358,716,2.9,3.4,3.4,3.1,1
361,979,2.3,3.1,0.7,1.9,0
358,717,3.7,4.3,1.4,3.0,1
361,958,2.7,3.2,1.1,2.0,0
358,718,3.3,2.4,2.9,3.3,1
358,719,2.4,1.8,0.1,1.7,1
362,517,5.0,5.0,1.3,3.8,1
360,99,3.8,2.8,2.6,3.1,1
360,100,4.6,5.0,3.5,4.7,0
360,8,3.8,2.8,4.5,4.1,1
359,640,0.1,0.9,1.7,0.5,0
360,19,3.6,4.1,1.1,3.2,0
359,641,1.3,2.0,3.0,2.5,0
359,642,1.8,1.0,4.1,1.9,0
359,643,0.9,0.3,2.2,1.2,0
361,639,2.7,2.8,0.7,1.7,0
361,980,2.8,2.0,3.8,2.8,1
361,981,2.1,3.0,1.4,2.2,0
361,982,3.9,4.7,0.8,2.8,1
362,519,5.0,5.0,1.9,4.4,1
362,518,5.0,5.0,0.3,3.8,1
362,520,4.1,4.3,4.4,4.3,1
362,485,4.0,5.0,3.5,4.3,1
360,104,3.8,3.4,4.8,3.7,1
360,105,3.2,3.7,3.2,3.0,1
360,106,4.0,4.9,0.3,3.5,1
360,28,3.8,3.1,1.9,2.7,1
363,135,5.0,4.1,0.7,3.1,1
363,136,4.7,4.1,3.3,4.4,1
362,523,4.6,5.0,4.1,4.5,1
362,524,5.0,4.1,2.8,4.4,1
362,525,5.0,5.0,1.4,3.7,1
362,526,4.9,4.3,4.2,4.7,1
363,137,5.0,5.0,3.5,4.3,1
363,139,5.0,4.9,0.3,3.5,1
362,528,4.3,4.1,4.4,4.5,1
363,138,4.7,5.0,1.2,3.9,1
363,140,4.1,4.7,1.7,3.2,1
363,141,5.0,4.3,4.6,4.2,0
363,110,4.8,5.0,2.3,3.7,0
364,375,1.9,2.5,1.0,1.6,0
364,373,1.1,1.1,4.0,2.2,0
364,371,1.4,1.0,2.4,1.5,0
364,370,0.0,0.0,4.7,1.9,0
364,376,1.3,0.7,1.3,1.0,0
365,643,2.3,2.1,3.9,3.1,1
365,644,1.2,0.9,0.6,0.7,0
365,645,2.7,3.7,4.3,3.7,1
365,646,1.9,1.2,4.1,2.4,0
366,225,3.7,3.1,3.4,3.3,1
367,404,4.2,4.1,1.7,3.3,0
367,406,4.6,4.2,4.9,4.3,1
364,378,0.3,0.5,2.4,1.3,0
365,647,1.7,0.7,0.8,0.7,1
365,648,1.3,0.6,1.0,1.1,0
366,374,4.2,4.3,2.8,4.1,1
367,407,3.3,2.9,1.8,2.3,0
365,338,2.5,3.2,0.9,2.6,1
367,403,3.1,3.5,2.2,2.7,1
365,649,1.3,0.6,0.2,0.2,1
367,398,3.4,4.1,1.9,3.5,1
367,397,3.3,3.4,4.4,3.4,1
368,595,4.1,4.4,0.5,2.7,1
369,492,1.3,2.2,3.0,2.6,1
368,596,4.8,5.0,4.8,5.0,1
369,420,2.4,2.5,0.2,2.0,0
368,597,4.7,5.0,0.2,2.8,1
368,598,3.7,3.7,2.5,3.4,1
370,452,2.8,2.7,4.0,3.4,1
367,409,4.1,4.5,3.6,4.1,0
366,375,3.7,3.5,1.9,3.1,0
367,387,3.9,4.9,2.6,3.8,0
367,411,3.5,3.1,2.8,3.5,0
367,412,4.1,5.0,4.0,3.9,1
369,532,1.6,0.9,2.8,2.2,0
369,797,2.6,2.3,2.3,2.9,1
368,599,3.2,3.7,4.3,3.4,1
369,798,2.6,2.4,2.1,2.3,0
368,432,4.2,3.4,4.4,4.2,1
369,800,2.4,3.3,1.4,2.1,0
368,431,5.0,5.0,2.1,4.3,0
370,456,1.2,1.6,1.9,1.7,1
366,373,3.2,2.4,1.1,2.5,0
366,371,4.4,4.7,2.7,4.3,1
368,603,3.3,3.9,3.1,3.4,1
368,604,3.3,4.2,3.6,4.0,1
370,455,2.4,3.0,4.1,3.2,1
370,457,2.7,3.4,0.9,1.9,0
370,316,2.1,1.8,4.5,2.7,1
370,458,2.7,2.8,0.1,2.2,0
372,783,1.8,2.1,1.0,1.3,0
366,370,4.1,3.3,4.5,3.9,1
372,746,1.9,1.8,4.9,2.8,1
371,722,2.3,1.6,1.5,1.4,0
366,376,3.6,3.8,4.0,4.3,1
372,784,1.6,1.6,0.3,1.6,0
371,344,2.6,2.8,1.9,2.0,0
372,786,2.6,1.6,2.5,2.2,0
371,483,1.0,0.0,3.1,1.5,0
366,378,4.0,4.5,2.3,3.9,0
372,785,1.2,1.2,1.3,1.7,0
372,749,1.8,1.2,0.9,1.3,0
372,788,1.7,2.0,4.2,2.9,1
372,428,2.7,2.1,0.3,1.4,0
371,521,1.0,0.9,2.6,1.3,0
373,249,0.7,1.3,0.5,0.9,1
373,250,1.1,2.1,3.5,2.6,1
371,533,2.2,2.7,3.5,2.8,1
371,725,2.7,1.9,3.1,2.3,0
374,482,0.3,1.2,3.3,1.9,0
373,251,1.0,1.2,1.3,1.0,0
373,253,1.9,1.9,4.0,2.3,0
371,726,2.4,2.0,4.4,3.2,1
371,727,2.4,2.6,4.1,2.6,1
375,160,2.7,3.0,4.6,3.4,1
374,67,1.6,1.4,2.5,1.6,0
373,254,0.9,1.2,1.9,1.7,1
373,255,1.4,1.7,3.1,2.1,0
373,256,0.6,1.5,2.2,1.0,0
376,459,2.8,3.5,0.5,2.0,0
375,103,3.5,3.4,1.1,2.3,0
374,129,0.1,0.9,3.2,1.7,1
374,486,0.7,1.3,4.5,1.9,0
377,348,3.1,3.9,3.3,3.3,1
375,161,3.8,4.3,4.8,4.2,1
376,321,2.7,3.7,1.6,2.4,0
375,164,3.7,3.4,1.4,2.4,0
378,345,0.7,1.4,3.0,1.6,0
375,102,4.0,3.4,3.9,3.4,1
376,199,1.7,0.8,3.9,1.7,0
375,101,4.0,4.4,2.7,3.4,1
374,484,0.3,0.4,3.8,1.2,0
374,489,0.0,0.0,1.1,0.0,0
374,490,0.7,0.1,3.5,1.4,0
377,68,3.7,4.0,2.9,3.1,1
379,179,1.4,0.9,2.6,2.1,0
379,180,1.0,1.5,4.3,2.7,1
378,346,0.9,0.4,2.1,1.2,0
379,178,2.7,3.6,4.2,3.1,1
376,265,1.4,0.6,3.7,1.6,0
379,181,1.9,2.6,0.1,1.9,0
380,972,0.5,1.0,3.3,1.5,0
377,349,2.3,3.0,3.2,2.9,1
377,350,2.5,2.8,3.1,3.1,1
377,353,2.0,2.1,3.9,3.2,1
378,347,1.5,0.6,4.0,1.9,0
376,460,1.7,1.4,0.8,1.4,0
378,348,0.8,0.1,2.4,1.6,1
378,68,1.1,0.1,4.2,1.9,1
379,182,2.3,2.8,3.5,3.1,1
378,349,1.6,1.4,1.6,1.9,0
376,462,1.3,1.8,0.5,1.5,1
376,461,2.0,1.8,3.2,2.7,0
376,463,1.8,1.2,4.6,2.5,1
379,183,2.4,3.4,3.3,2.6,1
378,350,0.1,0.0,0.6,0.0,0
376,464,1.6,1.7,2.0,1.8,0
